#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_013625475.1	PRJNA224116	SAMN14453485	JACEMI000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES5		latest	Contig	Major	Full	2020/07/24	ASM1362547v1	University of Oxford	GCA_013625475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/475/GCF_013625475.1_ASM1362547v1		
GCF_013625485.1	PRJNA224116	SAMN14453481	JACEME000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES29		latest	Contig	Major	Full	2020/07/24	ASM1362548v1	University of Oxford	GCA_013625485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/485/GCF_013625485.1_ASM1362548v1		
GCF_013625495.1	PRJNA224116	SAMN14453479	JACEMC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES27		latest	Contig	Major	Full	2020/07/24	ASM1362549v1	University of Oxford	GCA_013625495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/495/GCF_013625495.1_ASM1362549v1		
GCF_013625525.1	PRJNA224116	SAMN14453480	JACEMD000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES28		latest	Contig	Major	Full	2020/07/24	ASM1362552v1	University of Oxford	GCA_013625525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/525/GCF_013625525.1_ASM1362552v1		
GCF_013625545.1	PRJNA224116	SAMN14453478	JACEMB000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES26		latest	Contig	Major	Full	2020/07/24	ASM1362554v1	University of Oxford	GCA_013625545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/545/GCF_013625545.1_ASM1362554v1		
GCF_013625585.1	PRJNA224116	SAMN14453476	JACELZ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES24		latest	Contig	Major	Full	2020/07/24	ASM1362558v1	University of Oxford	GCA_013625585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/585/GCF_013625585.1_ASM1362558v1		
GCF_013625615.1	PRJNA224116	SAMN14453475	JACELY000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES23		latest	Contig	Major	Full	2020/07/24	ASM1362561v1	University of Oxford	GCA_013625615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/615/GCF_013625615.1_ASM1362561v1		
GCF_013625625.1	PRJNA224116	SAMN14453477	JACEMA000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES25		latest	Contig	Major	Full	2020/07/24	ASM1362562v1	University of Oxford	GCA_013625625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/625/GCF_013625625.1_ASM1362562v1		
GCF_013625655.1	PRJNA224116	SAMN14453474	JACELX000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES22		latest	Contig	Major	Full	2020/07/24	ASM1362565v1	University of Oxford	GCA_013625655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/655/GCF_013625655.1_ASM1362565v1		
GCF_013625675.1	PRJNA224116	SAMN14453473	JACELW000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES21		latest	Contig	Major	Full	2020/07/24	ASM1362567v1	University of Oxford	GCA_013625675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/675/GCF_013625675.1_ASM1362567v1		
GCF_013625685.1	PRJNA224116	SAMN14453472	JACELV000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES20		latest	Contig	Major	Full	2020/07/24	ASM1362568v1	University of Oxford	GCA_013625685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/685/GCF_013625685.1_ASM1362568v1		
GCF_013625705.1	PRJNA224116	SAMN14453471	JACELU000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES2		latest	Contig	Major	Full	2020/07/24	ASM1362570v1	University of Oxford	GCA_013625705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/705/GCF_013625705.1_ASM1362570v1		
GCF_013625735.1	PRJNA224116	SAMN14453470	JACELT000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PHELES19		latest	Contig	Major	Full	2020/07/24	ASM1362573v1	University of Oxford	GCA_013625735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/625/735/GCF_013625735.1_ASM1362573v1		
GCF_013867645.1	PRJNA224116	SAMN15579837	JACEIX000000000.1	na	287	287	Pseudomonas aeruginosa	strain=s-3		latest	Scaffold	Major	Full	2020/07/28	ASM1386764v1	China Center of Industrial Culture Collection	GCA_013867645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/867/645/GCF_013867645.1_ASM1386764v1		
GCF_013912425.1	PRJNA224116	SAMN15595478	JACEOS000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.63		latest	Contig	Major	Full	2020/07/29	ASM1391242v1	EA 7366	GCA_013912425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/425/GCF_013912425.1_ASM1391242v1		
GCF_013912465.1	PRJNA224116	SAMN15595477	JACEOT000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.62		latest	Contig	Major	Full	2020/07/29	ASM1391246v1	EA 7366	GCA_013912465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/465/GCF_013912465.1_ASM1391246v1		
GCF_013912485.1	PRJNA224116	SAMN15595476	JACEOU000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.61		latest	Contig	Major	Full	2020/07/29	ASM1391248v1	EA 7366	GCA_013912485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/485/GCF_013912485.1_ASM1391248v1		
GCF_013912495.1	PRJNA224116	SAMN15595475	JACEOV000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.60		latest	Contig	Major	Full	2020/07/29	ASM1391249v1	EA 7366	GCA_013912495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/495/GCF_013912495.1_ASM1391249v1		
GCF_013912505.1	PRJNA224116	SAMN15595472	JACEOX000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.57		latest	Contig	Major	Full	2020/07/29	ASM1391250v1	EA 7366	GCA_013912505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/505/GCF_013912505.1_ASM1391250v1		
GCF_013912515.1	PRJNA224116	SAMN15595473	JACEOW000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.58		latest	Contig	Major	Full	2020/07/29	ASM1391251v1	EA 7366	GCA_013912515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/515/GCF_013912515.1_ASM1391251v1		
GCF_013912565.1	PRJNA224116	SAMN15595471	JACEOY000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.56		latest	Contig	Major	Full	2020/07/29	ASM1391256v1	EA 7366	GCA_013912565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/565/GCF_013912565.1_ASM1391256v1		
GCF_013912575.1	PRJNA224116	SAMN15595469	JACEPA000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.54		latest	Contig	Major	Full	2020/07/29	ASM1391257v1	EA 7366	GCA_013912575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/575/GCF_013912575.1_ASM1391257v1		
GCF_013912585.1	PRJNA224116	SAMN15595470	JACEOZ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.55		latest	Contig	Major	Full	2020/07/29	ASM1391258v1	EA 7366	GCA_013912585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/585/GCF_013912585.1_ASM1391258v1		
GCF_013912615.1	PRJNA224116	SAMN15595468	JACEPB000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.53		latest	Contig	Major	Full	2020/07/29	ASM1391261v1	EA 7366	GCA_013912615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/615/GCF_013912615.1_ASM1391261v1		
GCF_013912625.1	PRJNA224116	SAMN15595467	JACEPC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.52		latest	Contig	Major	Full	2020/07/29	ASM1391262v1	EA 7366	GCA_013912625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/625/GCF_013912625.1_ASM1391262v1		
GCF_013912665.1	PRJNA224116	SAMN15595462	JACEPH000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.47		latest	Contig	Major	Full	2020/07/29	ASM1391266v1	EA 7366	GCA_013912665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/665/GCF_013912665.1_ASM1391266v1		
GCF_013912685.1	PRJNA224116	SAMN15595465	JACEPE000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.50		latest	Contig	Major	Full	2020/07/29	ASM1391268v1	EA 7366	GCA_013912685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/685/GCF_013912685.1_ASM1391268v1		
GCF_013912695.1	PRJNA224116	SAMN15595466	JACEPD000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.51		latest	Contig	Major	Full	2020/07/29	ASM1391269v1	EA 7366	GCA_013912695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/695/GCF_013912695.1_ASM1391269v1		
GCF_013912715.1	PRJNA224116	SAMN15595463	JACEPG000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.48		latest	Contig	Major	Full	2020/07/29	ASM1391271v1	EA 7366	GCA_013912715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/715/GCF_013912715.1_ASM1391271v1		
GCF_013912725.1	PRJNA224116	SAMN15595464	JACEPF000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.49		latest	Contig	Major	Full	2020/07/29	ASM1391272v1	EA 7366	GCA_013912725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/725/GCF_013912725.1_ASM1391272v1		
GCF_013912765.1	PRJNA224116	SAMN15595461	JACEPI000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.46		latest	Contig	Major	Full	2020/07/29	ASM1391276v1	EA 7366	GCA_013912765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/765/GCF_013912765.1_ASM1391276v1		
GCF_013912775.1	PRJNA224116	SAMN15595460	JACEPJ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.45		latest	Contig	Major	Full	2020/07/29	ASM1391277v1	EA 7366	GCA_013912775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/775/GCF_013912775.1_ASM1391277v1		
GCF_013912795.1	PRJNA224116	SAMN15595459	JACEPK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.44		latest	Contig	Major	Full	2020/07/29	ASM1391279v1	EA 7366	GCA_013912795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/795/GCF_013912795.1_ASM1391279v1		
GCF_013912825.1	PRJNA224116	SAMN15595458	JACEPL000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.43		latest	Contig	Major	Full	2020/07/29	ASM1391282v1	EA 7366	GCA_013912825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/825/GCF_013912825.1_ASM1391282v1		
GCF_013912835.1	PRJNA224116	SAMN15595457	JACEPM000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.41		latest	Contig	Major	Full	2020/07/29	ASM1391283v1	EA 7366	GCA_013912835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/835/GCF_013912835.1_ASM1391283v1		
GCF_013912865.1	PRJNA224116	SAMN15595456	JACEPN000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.40		latest	Contig	Major	Full	2020/07/29	ASM1391286v1	EA 7366	GCA_013912865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/865/GCF_013912865.1_ASM1391286v1		
GCF_013912885.1	PRJNA224116	SAMN15595455	JACEPO000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.39		latest	Contig	Major	Full	2020/07/29	ASM1391288v1	EA 7366	GCA_013912885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/885/GCF_013912885.1_ASM1391288v1		
GCF_013912895.1	PRJNA224116	SAMN15595454	JACEPP000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.38		latest	Contig	Major	Full	2020/07/29	ASM1391289v1	EA 7366	GCA_013912895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/895/GCF_013912895.1_ASM1391289v1		
GCF_013912925.1	PRJNA224116	SAMN15595453	JACEPQ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.37		latest	Contig	Major	Full	2020/07/29	ASM1391292v1	EA 7366	GCA_013912925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/925/GCF_013912925.1_ASM1391292v1		
GCF_013912935.1	PRJNA224116	SAMN15595452	JACEPR000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.36		latest	Contig	Major	Full	2020/07/29	ASM1391293v1	EA 7366	GCA_013912935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/935/GCF_013912935.1_ASM1391293v1		
GCF_013912965.1	PRJNA224116	SAMN15595451	JACEPS000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.35		latest	Contig	Major	Full	2020/07/29	ASM1391296v1	EA 7366	GCA_013912965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/965/GCF_013912965.1_ASM1391296v1		
GCF_013912985.1	PRJNA224116	SAMN15595448	JACEPT000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.32		latest	Contig	Major	Full	2020/07/29	ASM1391298v1	EA 7366	GCA_013912985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/985/GCF_013912985.1_ASM1391298v1		
GCF_013912995.1	PRJNA224116	SAMN15595447	JACEPU000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.31		latest	Contig	Major	Full	2020/07/29	ASM1391299v1	EA 7366	GCA_013912995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/912/995/GCF_013912995.1_ASM1391299v1		
GCF_013913025.1	PRJNA224116	SAMN15595446	JACEPV000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.30		latest	Contig	Major	Full	2020/07/29	ASM1391302v1	EA 7366	GCA_013913025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/025/GCF_013913025.1_ASM1391302v1		
GCF_013913035.1	PRJNA224116	SAMN15595445	JACEPW000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.29		latest	Contig	Major	Full	2020/07/29	ASM1391303v1	EA 7366	GCA_013913035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/035/GCF_013913035.1_ASM1391303v1		
GCF_013913045.1	PRJNA224116	SAMN15595444	JACEPX000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.28		latest	Contig	Major	Full	2020/07/29	ASM1391304v1	EA 7366	GCA_013913045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/045/GCF_013913045.1_ASM1391304v1		
GCF_013913085.1	PRJNA224116	SAMN15595443	JACEPY000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.27		latest	Contig	Major	Full	2020/07/29	ASM1391308v1	EA 7366	GCA_013913085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/085/GCF_013913085.1_ASM1391308v1		
GCF_013913095.1	PRJNA224116	SAMN15595442	JACEPZ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.26		latest	Contig	Major	Full	2020/07/29	ASM1391309v1	EA 7366	GCA_013913095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/095/GCF_013913095.1_ASM1391309v1		
GCF_013913125.1	PRJNA224116	SAMN15595441	JACEQA000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.25		latest	Contig	Major	Full	2020/07/29	ASM1391312v1	EA 7366	GCA_013913125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/125/GCF_013913125.1_ASM1391312v1		
GCF_013913145.1	PRJNA224116	SAMN15595438	JACEQC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.22		latest	Contig	Major	Full	2020/07/29	ASM1391314v1	EA 7366	GCA_013913145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/145/GCF_013913145.1_ASM1391314v1		
GCF_013913155.1	PRJNA224116	SAMN15595439	JACEQB000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.23		latest	Contig	Major	Full	2020/07/29	ASM1391315v1	EA 7366	GCA_013913155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/155/GCF_013913155.1_ASM1391315v1		
GCF_013913185.1	PRJNA224116	SAMN15595437	JACEQD000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.21		latest	Contig	Major	Full	2020/07/29	ASM1391318v1	EA 7366	GCA_013913185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/185/GCF_013913185.1_ASM1391318v1		
GCF_013913205.1	PRJNA224116	SAMN15595435	JACEQF000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.19		latest	Contig	Major	Full	2020/07/29	ASM1391320v1	EA 7366	GCA_013913205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/205/GCF_013913205.1_ASM1391320v1		
GCF_013913215.1	PRJNA224116	SAMN15595436	JACEQE000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.20		latest	Contig	Major	Full	2020/07/29	ASM1391321v1	EA 7366	GCA_013913215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/215/GCF_013913215.1_ASM1391321v1		
GCF_013913245.1	PRJNA224116	SAMN15595432	JACEQH000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.15		latest	Contig	Major	Full	2020/07/29	ASM1391324v1	EA 7366	GCA_013913245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/245/GCF_013913245.1_ASM1391324v1		
GCF_013913255.1	PRJNA224116	SAMN15595434	JACEQG000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.18		latest	Contig	Major	Full	2020/07/29	ASM1391325v1	EA 7366	GCA_013913255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/255/GCF_013913255.1_ASM1391325v1		
GCF_013913275.1	PRJNA224116	SAMN15595431	JACEQI000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.14		latest	Contig	Major	Full	2020/07/29	ASM1391327v1	EA 7366	GCA_013913275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/275/GCF_013913275.1_ASM1391327v1		
GCF_013913295.1	PRJNA224116	SAMN15595430	JACEQJ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.13		latest	Contig	Major	Full	2020/07/29	ASM1391329v1	EA 7366	GCA_013913295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/295/GCF_013913295.1_ASM1391329v1		
GCF_013913325.1	PRJNA224116	SAMN15595428	JACEQL000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.11		latest	Contig	Major	Full	2020/07/29	ASM1391332v1	EA 7366	GCA_013913325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/325/GCF_013913325.1_ASM1391332v1		
GCF_013913335.1	PRJNA224116	SAMN15595429	JACEQK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.12		latest	Contig	Major	Full	2020/07/29	ASM1391333v1	EA 7366	GCA_013913335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/335/GCF_013913335.1_ASM1391333v1		
GCF_013913365.1	PRJNA224116	SAMN15595427	JACEQM000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.10		latest	Contig	Major	Full	2020/07/29	ASM1391336v1	EA 7366	GCA_013913365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/365/GCF_013913365.1_ASM1391336v1		
GCF_013913375.1	PRJNA224116	SAMN15595425	JACEQO000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.8		latest	Contig	Major	Full	2020/07/29	ASM1391337v1	EA 7366	GCA_013913375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/375/GCF_013913375.1_ASM1391337v1		
GCF_013913385.1	PRJNA224116	SAMN15595426	JACEQN000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.9		latest	Contig	Major	Full	2020/07/29	ASM1391338v1	EA 7366	GCA_013913385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/385/GCF_013913385.1_ASM1391338v1		
GCF_013913425.1	PRJNA224116	SAMN15595424	JACEQP000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.7		latest	Contig	Major	Full	2020/07/29	ASM1391342v1	EA 7366	GCA_013913425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/425/GCF_013913425.1_ASM1391342v1		
GCF_013913435.1	PRJNA224116	SAMN15595423	JACEQQ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.6		latest	Contig	Major	Full	2020/07/29	ASM1391343v1	EA 7366	GCA_013913435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/435/GCF_013913435.1_ASM1391343v1		
GCF_013913465.1	PRJNA224116	SAMN15595422	JACEQR000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.5		latest	Contig	Major	Full	2020/07/29	ASM1391346v1	EA 7366	GCA_013913465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/465/GCF_013913465.1_ASM1391346v1		
GCF_013913485.1	PRJNA224116	SAMN15595421	JACEQS000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.4		latest	Contig	Major	Full	2020/07/29	ASM1391348v1	EA 7366	GCA_013913485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/485/GCF_013913485.1_ASM1391348v1		
GCF_013913495.1	PRJNA224116	SAMN15595420	JACEQT000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.3		latest	Contig	Major	Full	2020/07/29	ASM1391349v1	EA 7366	GCA_013913495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/495/GCF_013913495.1_ASM1391349v1		
GCF_013913545.1	PRJNA224116	SAMN15595419	JACEQU000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.2		latest	Contig	Major	Full	2020/07/29	ASM1391354v1	EA 7366	GCA_013913545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/913/545/GCF_013913545.1_ASM1391354v1		
GCF_014040775.1	PRJNA224116	SAMN15595474	JACEUZ000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.59		latest	Contig	Major	Full	2020/08/01	ASM1404077v1	EA 7366	GCA_014040775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/040/775/GCF_014040775.1_ASM1404077v1		
GCF_014040785.1	PRJNA224116	SAMN15595440	JACEVC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.24		latest	Contig	Major	Full	2020/08/01	ASM1404078v1	EA 7366	GCA_014040785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/040/785/GCF_014040785.1_ASM1404078v1		
GCF_014040795.1	PRJNA224116	SAMN15595449	JACEVB000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.33		latest	Contig	Major	Full	2020/08/01	ASM1404079v1	EA 7366	GCA_014040795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/040/795/GCF_014040795.1_ASM1404079v1		
GCF_014040815.1	PRJNA224116	SAMN15595450	JACEVA000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.34		latest	Contig	Major	Full	2020/08/01	ASM1404081v1	EA 7366	GCA_014040815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/040/815/GCF_014040815.1_ASM1404081v1		
GCF_014040825.1	PRJNA224116	SAMN15595479	JACEUY000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.67		latest	Contig	Major	Full	2020/08/01	ASM1404082v1	EA 7366	GCA_014040825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/040/825/GCF_014040825.1_ASM1404082v1		
GCF_014040885.1	PRJNA224116	SAMN15595433	JACEVD000000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAL1.16		latest	Contig	Major	Full	2020/08/01	ASM1404088v1	EA 7366	GCA_014040885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/040/885/GCF_014040885.1_ASM1404088v1		
GCF_014042515.1	PRJNA224116	SAMN15656350	JACFOK000000000.1	na	287	287	Pseudomonas aeruginosa	strain=AAK/M11		latest	Scaffold	Major	Full	2020/08/02	ASM1404251v1	CSIR-NEERI	GCA_014042515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/042/515/GCF_014042515.1_ASM1404251v1		
GCF_014048435.1	PRJNA224116	SAMN15581670	JACEGH000000000.1	na	287	287	Pseudomonas aeruginosa	strain=CF023-Psa42		latest	Contig	Major	Full	2020/08/03	ASM1404843v1	University of Sao Paulo	GCA_014048435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/048/435/GCF_014048435.1_ASM1404843v1		
GCF_014076625.1	PRJNA224116	SAMN15676249	JACGTC000000000.1	na	287	287	Pseudomonas aeruginosa	strain=AAK/M5		latest	Scaffold	Major	Full	2020/08/05	ASM1407662v1	CSIR-NEERI	GCA_014076625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/076/625/GCF_014076625.1_ASM1407662v1		
